Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
;;OUI;;22;16;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;19;2;;;OUI;OUI;2025-01-09T20:45:10+01:00;;;
;;OUI;;58;7;;;OUI;OUI;2025-01-09T20:46:11+01:00;;;
;;OUI;;17;14;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;9;8;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;15;2;;;OUI;OUI;2025-01-09T20:45:29+01:00;;;
;;OUI;;18;0;;;NON;NON;2024-12-02T19:14:22+01:00;;;
;;OUI;;1;26;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;21;9;;;OUI;OUI;2025-01-09T20:46:45+01:00;;;
;;OUI;;3;36;;;OUI;OUI;2025-01-09T20:47:25+01:00;;;
;;OUI;;15;11;;;OUI;OUI;2025-01-09T20:44:58+01:00;;;
;;OUI;;5;45;;;OUI;OUI;2025-01-09T20:47:56+01:00;;;
;;OUI;;25;27;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;34;26;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;0;15;;;OUI;OUI;2025-01-09T20:46:51+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2025-01-09T20:43:48+01:00;;;
;;OUI;;13;18;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;26;14;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;15;2;;;OUI;OUI;2025-01-09T20:42:57+01:00;;;
;;OUI;;13;2;;;OUI;OUI;2025-01-09T20:39:02+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2025-01-09T20:43:14+01:00;;;
;;OUI;;29;8;;;OUI;OUI;2025-01-09T20:47:55+01:00;;;
;;OUI;;17;12;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;6;42;;;OUI;OUI;2025-01-09T20:46:26+01:00;;;
;;OUI;;8;25;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;5;11;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;18;23;;;OUI;OUI;2025-01-09T20:47:56+01:00;;;
;;OUI;;5;33;;;OUI;OUI;2025-01-09T20:46:53+01:00;;;
;;OUI;;47;4;;;OUI;OUI;2025-01-09T20:41:16+01:00;;;
;;OUI;;28;22;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;6;17;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:47:30+01:00;;;
;;OUI;;8;18;;;OUI;OUI;2025-01-09T20:46:12+01:00;;;
;;OUI;;11;58;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;14;4;;;OUI;OUI;2025-01-09T20:45:42+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:46:38+01:00;;;
;;OUI;;3;8;;;OUI;OUI;2025-01-09T20:41:36+01:00;;;
;;OUI;;13;8;;;OUI;OUI;2025-01-09T20:45:58+01:00;;;
;;OUI;;10;10;;;OUI;OUI;2025-01-09T20:47:09+01:00;;;
;;OUI;;12;8;;;OUI;OUI;2025-01-09T20:46:50+01:00;;;
;;OUI;;22;6;;;OUI;OUI;2025-01-09T20:46:38+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2025-01-09T20:39:16+01:00;;;
;;OUI;;33;13;;;OUI;OUI;2025-01-09T20:46:30+01:00;;;
;;OUI;;34;6;;;OUI;OUI;2025-01-09T20:47:20+01:00;;;
;;OUI;;7;24;;;OUI;OUI;2025-01-09T20:47:16+01:00;;;
;;OUI;;15;16;;;OUI;OUI;2025-01-09T20:40:14+01:00;;;
;;OUI;;16;5;;;OUI;OUI;2025-01-09T20:44:51+01:00;;;
;;OUI;;11;21;;;OUI;OUI;2025-01-09T20:46:02+01:00;;;
;;OUI;;6;24;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;27;3;;;OUI;OUI;2025-01-09T20:43:02+01:00;;;
;;OUI;;16;1;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;28;0;;;NON;NON;2025-01-09T20:39:23+01:00;;;
;;OUI;;12;11;;;OUI;OUI;2025-01-09T20:46:20+01:00;;;
;;OUI;;19;1;;;OUI;OUI;2025-01-09T20:40:43+01:00;;;
;;OUI;;28;8;;;OUI;OUI;2025-01-09T20:45:26+01:00;;;
;;OUI;;7;17;;;OUI;OUI;2025-01-09T20:46:22+01:00;;;
;;OUI;;6;5;;;OUI;OUI;2025-01-09T20:43:17+01:00;;;
;;OUI;;2;46;;;OUI;OUI;2025-01-09T20:47:46+01:00;;;
;;OUI;;30;0;;;NON;NON;2025-01-09T20:38:26+01:00;;;
;;OUI;;35;0;;;OUI;OUI;2025-01-09T20:46:25+01:00;;;
;;OUI;;38;4;;;OUI;OUI;2025-01-09T20:45:53+01:00;;;
;;OUI;;24;0;;;OUI;OUI;2025-01-09T20:46:49+01:00;;;
;;OUI;;13;31;;;OUI;OUI;2025-01-09T20:46:08+01:00;;;
;;OUI;;24;6;;;OUI;OUI;2025-01-09T20:40:56+01:00;;;
;;OUI;;4;16;;;OUI;OUI;2025-01-09T20:47:29+01:00;;;
;;OUI;;22;1;;;OUI;OUI;2025-01-09T20:47:31+01:00;;;
;;OUI;;18;22;;;OUI;OUI;2025-01-09T20:47:53+01:00;;;
;;OUI;;37;7;;;OUI;OUI;2025-01-09T20:45:46+01:00;;;
;;OUI;;11;11;;;OUI;OUI;2025-01-09T20:46:41+01:00;;;
;;OUI;;43;5;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;34;4;;;OUI;OUI;2025-01-09T20:44:03+01:00;;;
;;OUI;;13;21;;;OUI;OUI;2025-01-09T20:47:29+01:00;;;
;;OUI;;31;3;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:45:40+01:00;;;
;;OUI;;17;3;;;OUI;OUI;2025-01-09T20:41:43+01:00;;;
;;OUI;;5;25;;;OUI;OUI;2025-01-09T20:44:31+01:00;;;
;;OUI;;22;26;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;20;11;;;OUI;OUI;2025-01-09T20:46:18+01:00;;;
;;OUI;;10;16;;;OUI;OUI;2025-01-09T20:46:27+01:00;;;
;;OUI;;7;23;;;OUI;OUI;2025-01-09T20:43:46+01:00;;;
;;OUI;;26;20;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;5;35;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;8;17;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-10-07T19:15:37+02:00;;;
;;OUI;;29;6;;;OUI;OUI;2025-01-09T20:42:54+01:00;;;
;;OUI;;20;10;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;25;3;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;20;16;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;5;40;;;OUI;OUI;2025-01-09T20:45:39+01:00;;;
;;OUI;;34;3;;;OUI;OUI;2025-01-09T20:48:16+01:00;;;
;;OUI;;32;18;;;OUI;OUI;2025-01-09T20:45:23+01:00;;;
;;OUI;;1;21;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;7;6;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;35;10;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;30;6;;;OUI;OUI;2025-01-09T20:44:38+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:42:10+01:00;;;
;;OUI;;17;1;;;OUI;OUI;2025-01-09T20:47:00+01:00;;;
;;OUI;;15;6;;;OUI;OUI;2025-01-09T20:41:04+01:00;;;
;;OUI;;25;8;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;18;13;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;10;18;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;2;15;;;OUI;OUI;2025-01-09T20:48:12+01:00;;;
;;OUI;;11;12;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;18;4;;;OUI;OUI;2025-01-09T20:45:09+01:00;;;
;;OUI;;1;24;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;14;9;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;6;22;;;OUI;OUI;2025-01-09T20:47:40+01:00;;;
;;OUI;;22;4;;;OUI;OUI;2025-01-09T20:46:21+01:00;;;
;;OUI;;26;5;;;OUI;OUI;2025-01-09T20:44:35+01:00;;;
;;OUI;;6;68;;;OUI;OUI;2025-01-09T20:47:34+01:00;;;
;;OUI;;38;3;;;OUI;OUI;2025-01-09T20:43:15+01:00;;;
;;OUI;;26;4;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;29;3;;;OUI;OUI;2025-01-09T20:48:00+01:00;;;
;;OUI;;0;45;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;23;16;;;OUI;OUI;2025-01-09T20:48:16+01:00;;;
;;OUI;;10;11;;;OUI;OUI;2025-01-09T20:46:50+01:00;;;
;;OUI;;1;44;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;12;34;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;2;25;;;OUI;OUI;2025-01-09T20:47:24+01:00;;;
;;OUI;;20;6;;;OUI;OUI;2025-01-09T20:46:44+01:00;;;
;;OUI;;28;10;;;OUI;OUI;2025-01-09T20:41:15+01:00;;;
;;OUI;;24;16;;;OUI;OUI;2025-01-09T20:45:57+01:00;;;
;;OUI;;17;4;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;34;7;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;25;7;;;OUI;OUI;2025-01-09T20:46:15+01:00;;;
;;OUI;;11;19;;;OUI;OUI;2025-01-09T20:46:50+01:00;;;
;;OUI;;6;14;;;OUI;OUI;2025-01-09T20:46:57+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:44:50+01:00;;;
;;OUI;;30;6;;;OUI;OUI;2025-01-09T20:44:06+01:00;;;
;;OUI;;17;8;;;OUI;OUI;2025-01-09T20:46:34+01:00;;;
;;OUI;;29;7;;;OUI;OUI;2025-01-09T20:47:55+01:00;;;
;;OUI;;23;14;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;14;11;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;35;4;;;OUI;OUI;2025-01-09T20:41:22+01:00;;;
;;OUI;;13;20;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;15;12;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;2;40;;;OUI;OUI;2025-01-09T20:47:44+01:00;;;
;;OUI;;28;2;;;OUI;OUI;2025-01-09T20:45:11+01:00;;;
;;OUI;;13;9;;;OUI;OUI;2025-01-09T20:46:26+01:00;;;
;;OUI;;38;5;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;14;2;;;OUI;OUI;2025-01-09T20:46:30+01:00;;;
;;OUI;;24;9;;;OUI;OUI;2025-01-09T20:46:17+01:00;;;
;;OUI;;48;14;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;6;17;;;OUI;OUI;2025-01-09T20:44:09+01:00;;;
;;OUI;;3;17;;;OUI;OUI;2025-01-09T20:47:57+01:00;;;
;;OUI;;8;28;;;OUI;OUI;2025-01-09T20:46:26+01:00;;;
;;OUI;;5;25;;;OUI;OUI;2025-01-09T20:47:09+01:00;;;
;;OUI;;35;3;;;OUI;OUI;2025-01-09T20:41:52+01:00;;;
;;OUI;;19;11;;;OUI;OUI;2025-01-09T20:45:03+01:00;;;
;;OUI;;33;14;;;OUI;OUI;2025-01-09T20:42:16+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:47:08+01:00;;;
;;NON;;1;0;;;NON;NON;2024-10-08T10:49:38+02:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;2;38;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;1;27;;;OUI;OUI;2025-01-09T20:46:48+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-12-01T06:15:29+01:00;;;
;;OUI;;45;17;;;OUI;OUI;2025-01-09T20:47:26+01:00;;;
;;OUI;;9;14;;;OUI;OUI;2025-01-09T20:47:26+01:00;;;
;;OUI;;4;17;;;OUI;OUI;2025-01-09T20:46:29+01:00;;;
;;OUI;;30;4;;;OUI;OUI;2025-01-09T20:48:26+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2025-01-09T20:46:53+01:00;;;
;;OUI;;10;12;;;OUI;OUI;2025-01-09T20:46:53+01:00;;;
;;OUI;;4;16;;;OUI;OUI;2025-01-09T20:42:59+01:00;;;
;;OUI;;27;6;;;OUI;OUI;2025-01-09T20:44:59+01:00;;;
;;OUI;;24;1;;;OUI;OUI;2025-01-09T20:42:50+01:00;;;
;;OUI;;6;19;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;14;23;;;OUI;OUI;2025-01-09T20:47:34+01:00;;;
;;OUI;;34;5;;;OUI;OUI;2025-01-09T20:47:56+01:00;;;
;;OUI;;27;3;;;OUI;OUI;2025-01-09T20:45:14+01:00;;;
;;OUI;;32;19;;;OUI;OUI;2025-01-09T20:47:09+01:00;;;
;;OUI;;15;6;;;OUI;OUI;2025-01-09T20:47:31+01:00;;;
;;OUI;;18;6;;;OUI;OUI;2025-01-09T20:41:50+01:00;;;
;;OUI;;36;9;;;OUI;OUI;2025-01-09T20:48:02+01:00;;;
;;OUI;;10;8;;;OUI;OUI;2025-01-09T20:47:27+01:00;;;
;;OUI;;31;13;;;OUI;OUI;2025-01-09T20:47:01+01:00;;;
;;OUI;;22;4;;;OUI;OUI;2025-01-09T20:43:54+01:00;;;
;;OUI;;32;8;;;OUI;OUI;2025-01-09T20:43:12+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:45:28+01:00;;;
;;OUI;;3;40;;;OUI;OUI;2025-01-09T20:47:55+01:00;;;
;;OUI;;32;3;;;OUI;OUI;2025-01-09T20:44:27+01:00;;;
;;OUI;;5;15;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;29;0;;;OUI;OUI;2025-01-09T20:39:20+01:00;;;
;;OUI;;11;21;;;OUI;OUI;2025-01-09T20:45:57+01:00;;;
;;OUI;;17;7;;;OUI;OUI;2025-01-09T20:40:19+01:00;;;
;;OUI;;1;26;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;12;16;;;OUI;OUI;2025-01-09T20:46:35+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2025-01-09T20:44:26+01:00;;;
;;OUI;;7;9;;;OUI;OUI;2025-01-09T20:46:43+01:00;;;
;;OUI;;12;3;;;OUI;OUI;2025-01-09T20:48:02+01:00;;;
;;OUI;;25;0;;;NON;NON;2021-02-21T20:09:18+01:00;;;
;;OUI;;5;25;;;OUI;OUI;2025-01-09T20:47:27+01:00;;;
;;OUI;;12;17;;;OUI;OUI;2025-01-09T20:44:55+01:00;;;
;;OUI;;26;8;;;OUI;OUI;2025-01-09T20:45:53+01:00;;;
;;OUI;;1;41;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;17;10;;;OUI;OUI;2025-01-09T20:46:48+01:00;;;
;;OUI;;4;29;;;OUI;OUI;2025-01-09T20:47:23+01:00;;;
;;OUI;;35;4;;;OUI;OUI;2025-01-09T20:45:24+01:00;;;
;;OUI;;21;24;;;OUI;OUI;2025-01-09T20:48:07+01:00;;;
;;OUI;;1;25;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;32;8;;;OUI;OUI;2025-01-09T20:47:12+01:00;;;
;;OUI;;9;16;;;OUI;OUI;2025-01-09T20:47:07+01:00;;;
;;OUI;;12;2;;;OUI;OUI;2025-01-09T20:47:26+01:00;;;
;;OUI;;1;31;;;OUI;OUI;2025-01-09T20:47:19+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:44:39+01:00;;;
;;OUI;;4;36;;;OUI;OUI;2025-01-09T20:46:59+01:00;;;
;;OUI;;16;1;;;OUI;OUI;2025-01-09T20:47:56+01:00;;;
;;OUI;;0;12;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;24;14;;;OUI;OUI;2025-01-09T20:47:44+01:00;;;
;;OUI;;11;21;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;24;3;;;OUI;OUI;2025-01-09T20:47:22+01:00;;;
;;OUI;;11;10;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;5;15;;;OUI;OUI;2025-01-09T20:46:01+01:00;;;
;;OUI;;12;13;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;12;8;;;OUI;OUI;2025-01-09T20:47:35+01:00;;;
;;OUI;;16;16;;;OUI;OUI;2025-01-09T20:43:14+01:00;;;
;;OUI;;38;6;;;OUI;OUI;2025-01-09T20:44:56+01:00;;;
;;OUI;;9;11;;;OUI;OUI;2025-01-09T20:46:57+01:00;;;
;;OUI;;3;34;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;16;31;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;26;4;;;OUI;OUI;2025-01-09T20:46:13+01:00;;;
;;OUI;;22;10;;;OUI;OUI;2025-01-09T20:46:53+01:00;;;
;;OUI;;10;14;;;OUI;OUI;2025-01-09T20:46:31+01:00;;;
;;OUI;;32;7;;;OUI;OUI;2025-01-09T20:44:45+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:47:49+01:00;;;
;;OUI;;12;15;;;OUI;OUI;2025-01-09T20:46:23+01:00;;;
;;OUI;;5;17;;;OUI;OUI;2025-01-09T20:44:13+01:00;;;
;;OUI;;0;0;;;NON;NON;2018-05-25T10:09:58+02:00;;;
;;OUI;;25;3;;;OUI;OUI;2025-01-09T20:41:49+01:00;;;
;;OUI;;7;35;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;35;1;;;OUI;OUI;2025-01-09T20:47:06+01:00;;;
;;OUI;;21;10;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;22;8;;;OUI;OUI;2025-01-09T20:44:23+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;16;1;;;OUI;OUI;2025-01-09T20:42:58+01:00;;;
;;OUI;;3;17;;;OUI;OUI;2025-01-09T20:46:16+01:00;;;
;;OUI;;1;32;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:45:27+01:00;;;
;;OUI;;37;14;;;OUI;OUI;2025-01-09T20:47:51+01:00;;;
;;OUI;;41;4;;;OUI;OUI;2025-01-09T20:45:54+01:00;;;
;;OUI;;31;11;;;OUI;OUI;2025-01-09T20:46:29+01:00;;;
;;OUI;;1;17;;;OUI;OUI;2025-01-09T20:47:56+01:00;;;
;;OUI;;8;22;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;39;3;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;18;14;;;OUI;OUI;2025-01-09T20:47:01+01:00;;;
;;OUI;;29;31;;;OUI;OUI;2025-01-09T20:47:04+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:46:10+01:00;;;
;;OUI;;40;3;;;OUI;OUI;2025-01-09T20:46:13+01:00;;;
;;OUI;;15;12;;;OUI;OUI;2025-01-09T20:47:41+01:00;;;
;;OUI;;33;3;;;OUI;OUI;2025-01-09T20:42:52+01:00;;;
;;OUI;;1;21;;;OUI;OUI;2025-01-09T20:47:53+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:47:07+01:00;;;
;;OUI;;37;6;;;OUI;OUI;2025-01-09T20:45:06+01:00;;;
;;OUI;;13;25;;;OUI;OUI;2025-01-09T20:48:09+01:00;;;
;;OUI;;12;18;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;9;24;;;OUI;OUI;2025-01-09T20:47:09+01:00;;;
;;OUI;;0;23;;;OUI;OUI;2025-01-09T20:47:34+01:00;;;
;;OUI;;41;21;;;OUI;OUI;2025-01-09T20:47:58+01:00;;;
;;OUI;;30;6;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2025-01-09T20:47:25+01:00;;;
;;OUI;;19;0;;;NON;NON;2024-12-03T05:34:28+01:00;;;
;;OUI;;27;4;;;OUI;OUI;2025-01-09T20:47:02+01:00;;;
;;OUI;;4;48;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;8;7;;;OUI;OUI;2025-01-09T20:43:26+01:00;;;
;;OUI;;33;5;;;OUI;OUI;2025-01-09T20:42:49+01:00;;;
;;OUI;;21;6;;;OUI;OUI;2025-01-09T20:44:18+01:00;;;
;;OUI;;25;11;;;OUI;OUI;2025-01-09T20:47:40+01:00;;;
;;OUI;;27;10;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;54;9;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;0;16;;;OUI;OUI;2025-01-09T20:48:03+01:00;;;
;;OUI;;23;2;;;OUI;OUI;2025-01-09T20:38:58+01:00;;;
;;OUI;;4;8;;;OUI;OUI;2025-01-09T20:46:11+01:00;;;
;;OUI;;28;8;;;OUI;OUI;2025-01-09T20:47:48+01:00;;;
;;OUI;;33;2;;;OUI;OUI;2025-01-09T20:41:21+01:00;;;
;;OUI;;7;13;;;OUI;OUI;2025-01-09T20:45:13+01:00;;;
;;OUI;;11;15;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;28;4;;;OUI;OUI;2025-01-09T20:43:05+01:00;;;
;;OUI;;29;7;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;23;5;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;30;2;;;OUI;OUI;2025-01-09T20:46:27+01:00;;;
;;OUI;;15;14;;;OUI;OUI;2025-01-09T20:45:28+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;10;14;;;OUI;OUI;2025-01-09T20:46:01+01:00;;;
;;OUI;;33;6;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;15;6;;;OUI;OUI;2025-01-09T20:40:18+01:00;;;
;;OUI;;26;6;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;6;15;;;OUI;OUI;2025-01-09T20:44:25+01:00;;;
;;OUI;;5;12;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;22;19;;;OUI;OUI;2025-01-09T20:46:16+01:00;;;
;;OUI;;24;16;;;OUI;OUI;2025-01-09T20:46:57+01:00;;;
;;OUI;;7;17;;;OUI;OUI;2025-01-09T20:44:51+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-09-27T10:30:14+02:00;;;
;;OUI;;12;11;;;OUI;OUI;2025-01-09T20:42:03+01:00;;;
;;OUI;;29;13;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;33;4;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2025-01-09T20:38:48+01:00;;;
;;OUI;;21;6;;;OUI;OUI;2025-01-09T20:47:49+01:00;;;
;;OUI;;0;17;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;14;12;;;OUI;OUI;2025-01-09T20:47:42+01:00;;;
;;OUI;;26;4;;;OUI;OUI;2025-01-09T20:45:37+01:00;;;
;;OUI;;13;33;;;OUI;OUI;2025-01-09T20:47:27+01:00;;;
;;OUI;;4;27;;;OUI;OUI;2025-01-09T20:46:29+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:46:55+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2025-01-09T20:40:14+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:45:33+01:00;;;
;;OUI;;2;26;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;2;17;;;OUI;OUI;2025-01-09T20:44:39+01:00;;;
;;OUI;;28;5;;;OUI;OUI;2025-01-09T20:44:17+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;19;3;;;OUI;OUI;2025-01-09T20:48:07+01:00;;;
;;OUI;;14;7;;;OUI;OUI;2025-01-09T20:44:50+01:00;;;
;;OUI;;3;48;;;OUI;OUI;2025-01-09T20:48:00+01:00;;;
;;OUI;;6;6;;;OUI;OUI;2025-01-09T20:48:00+01:00;;;
;;OUI;;8;20;;;OUI;OUI;2025-01-09T20:47:57+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;31;2;;;OUI;OUI;2025-01-09T20:46:16+01:00;;;
;;OUI;;19;3;;;OUI;OUI;2025-01-09T20:44:16+01:00;;;
;;OUI;;30;0;;;OUI;OUI;2025-01-09T20:46:56+01:00;;;
;;OUI;;17;5;;;OUI;OUI;2025-01-09T20:46:41+01:00;;;
;;OUI;;20;3;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;2;14;;;OUI;OUI;2025-01-09T20:45:11+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2025-01-09T20:38:41+01:00;;;
;;OUI;;26;3;;;OUI;OUI;2025-01-09T20:46:20+01:00;;;
;;OUI;;13;24;;;OUI;OUI;2025-01-09T20:47:02+01:00;;;
;;OUI;;14;11;;;OUI;OUI;2025-01-09T20:45:51+01:00;;;
;;OUI;;28;5;;;OUI;OUI;2025-01-09T20:45:53+01:00;;;
;;OUI;;19;8;;;OUI;OUI;2025-01-09T20:46:42+01:00;;;
;;OUI;;23;7;;;OUI;OUI;2025-01-09T20:47:45+01:00;;;
;;OUI;;16;8;;;OUI;OUI;2025-01-09T20:45:02+01:00;;;
;;OUI;;17;12;;;OUI;OUI;2025-01-09T20:46:31+01:00;;;
;;OUI;;18;6;;;OUI;OUI;2025-01-09T20:45:48+01:00;;;
;;OUI;;34;1;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;7;25;;;OUI;OUI;2025-01-09T20:46:23+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:46:59+01:00;;;
;;OUI;;7;18;;;OUI;OUI;2025-01-09T20:42:04+01:00;;;
;;OUI;;34;18;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;36;9;;;OUI;OUI;2025-01-09T20:47:08+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2025-01-09T20:43:20+01:00;;;
