Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
;;OUI;;0;0;;;NON;NON;2024-08-31T02:51:23+02:00;;;
;;OUI;;0;35;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;38;30;;;OUI;OUI;2025-01-09T20:47:46+01:00;;;
;;OUI;;3;59;;;OUI;OUI;2025-01-09T20:47:43+01:00;;;
;;OUI;;12;18;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;1;52;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;25;5;;;OUI;OUI;2025-01-09T20:47:42+01:00;;;
;;OUI;;3;28;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;33;2;;;OUI;OUI;2025-01-09T20:40:53+01:00;;;
;;OUI;;25;0;;;OUI;OUI;2025-01-09T20:44:21+01:00;;;
;;OUI;;30;10;;;OUI;OUI;2025-01-09T20:43:16+01:00;;;
;;OUI;;41;3;;;OUI;OUI;2025-01-09T20:40:41+01:00;;;
;;OUI;;0;34;;;OUI;OUI;2025-01-09T20:45:42+01:00;;;
;;OUI;;27;5;;;OUI;OUI;2025-01-09T20:46:32+01:00;;;
;;OUI;;3;25;;;OUI;OUI;2025-01-09T20:43:15+01:00;;;
;;OUI;;22;8;;;OUI;OUI;2025-01-09T20:44:53+01:00;;;
;;OUI;;3;27;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;27;13;;;OUI;OUI;2025-01-09T20:45:46+01:00;;;
;;OUI;;2;24;;;OUI;OUI;2025-01-09T20:47:40+01:00;;;
;;OUI;;8;20;;;OUI;OUI;2025-01-09T20:46:30+01:00;;;
;;OUI;;4;26;;;OUI;OUI;2025-01-09T20:46:10+01:00;;;
;;OUI;;1;22;;;OUI;OUI;2025-01-09T20:47:29+01:00;;;
;;OUI;;18;6;;;OUI;OUI;2025-01-09T20:42:19+01:00;;;
;;OUI;;44;15;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;17;11;;;OUI;OUI;2025-01-09T20:44:52+01:00;;;
;;OUI;;0;40;;;OUI;OUI;2025-01-09T20:46:39+01:00;;;
;;OUI;;16;19;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;22;13;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;21;14;;;OUI;OUI;2025-01-09T20:43:55+01:00;;;
;;OUI;;15;4;;;OUI;OUI;2025-01-09T20:45:32+01:00;;;
;;OUI;;3;57;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;14;4;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;25;12;;;OUI;OUI;2025-01-09T20:42:24+01:00;;;
;;NON;;1;0;;;NON;NON;2024-07-17T14:27:49+02:00;;;
;;OUI;;22;19;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;8;17;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;2;34;;;OUI;OUI;2025-01-09T20:47:49+01:00;;;
;;OUI;;16;2;;;OUI;OUI;2025-01-09T20:40:41+01:00;;;
;;OUI;;55;5;;;OUI;OUI;2025-01-09T20:44:14+01:00;;;
;;NON;;1;0;;;NON;NON;2024-07-15T10:46:06+02:00;;;
;;OUI;;49;4;;;OUI;OUI;2025-01-09T20:39:12+01:00;;;
;;OUI;;13;18;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;1;17;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:39:32+01:00;;;
;;OUI;;4;16;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;15;1;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;9;11;;;OUI;OUI;2025-01-09T20:46:49+01:00;;;
;;OUI;;1;20;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;NON;;1;0;;;NON;NON;2023-11-29T13:09:17+01:00;;;
;;OUI;;1;19;;;OUI;OUI;2025-01-09T20:42:02+01:00;;;
;;OUI;;3;35;;;OUI;OUI;2025-01-09T20:45:52+01:00;;;
;;OUI;;40;7;;;OUI;OUI;2025-01-09T20:47:36+01:00;;;
;;OUI;;19;3;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;21;10;;;OUI;OUI;2025-01-09T20:46:53+01:00;;;
;;OUI;;3;15;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;15;24;;;OUI;OUI;2025-01-09T09:02:38+01:00;;;
;;OUI;;7;15;;;OUI;OUI;2025-01-09T20:43:54+01:00;;;
;;OUI;;24;0;;;OUI;OUI;2025-01-09T20:38:39+01:00;;;
;;OUI;;0;21;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;30;29;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;14;12;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;22;10;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:45:35+01:00;;;
;;OUI;;59;9;;;OUI;OUI;2025-01-09T20:43:52+01:00;;;
;;OUI;;31;2;;;OUI;OUI;2025-01-09T20:39:08+01:00;;;
;;OUI;;18;7;;;OUI;OUI;2025-01-09T20:42:19+01:00;;;
;;OUI;;24;14;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;1;18;;;OUI;OUI;2025-01-09T20:48:16+01:00;;;
;;OUI;;9;16;;;OUI;OUI;2025-01-09T20:45:58+01:00;;;
;;OUI;;8;16;;;OUI;OUI;2025-01-09T20:47:26+01:00;;;
;;OUI;;13;14;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;1;24;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;11;10;;;OUI;OUI;2025-01-09T20:44:44+01:00;;;
;;OUI;;17;17;;;OUI;OUI;2025-01-09T20:47:32+01:00;;;
;;OUI;;15;6;;;OUI;OUI;2025-01-09T20:46:29+01:00;;;
;;OUI;;13;19;;;OUI;OUI;2025-01-09T20:44:50+01:00;;;
;;NON;;28;0;;;NON;NON;2024-08-26T09:39:15+02:00;;;
;;OUI;;41;19;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;23;2;;;OUI;OUI;2025-01-09T20:43:29+01:00;;;
;;OUI;;51;3;;;OUI;OUI;2025-01-09T20:46:58+01:00;;;
;;NON;;0;0;;;NON;NON;2025-01-06T09:48:41+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;10;34;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;8;8;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;55;4;;;OUI;OUI;2025-01-09T20:46:57+01:00;;;
;;NON;;36;0;;;NON;NON;2024-12-13T08:49:28+01:00;;;
;;OUI;;16;0;;;NON;NON;2024-06-30T16:15:51+02:00;;;
;;OUI;;15;11;;;OUI;OUI;2025-01-09T20:47:04+01:00;;;
;;OUI;;9;15;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;6;47;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;40;7;;;OUI;OUI;2025-01-09T20:47:22+01:00;;;
;;OUI;;1;29;;;OUI;OUI;2025-01-09T20:46:50+01:00;;;
;;OUI;;30;10;;;OUI;OUI;2025-01-09T20:47:46+01:00;;;
;;OUI;;1;16;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;30;7;;;OUI;OUI;2025-01-09T20:45:33+01:00;;;
;;OUI;;20;0;;;OUI;OUI;2025-01-09T20:43:09+01:00;;;
;;OUI;;23;2;;;OUI;OUI;2025-01-09T20:48:09+01:00;;;
;;OUI;;8;17;;;OUI;OUI;2025-01-09T20:47:41+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-07-30T09:44:13+02:00;;;
;;OUI;;35;2;;;OUI;OUI;2025-01-09T20:44:14+01:00;;;
;;OUI;;18;0;;;OUI;OUI;2025-01-09T20:41:48+01:00;;;
;;OUI;;20;30;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;22;1;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;63;5;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;14;21;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;27;0;;;OUI;OUI;2025-01-09T20:45:45+01:00;;;
;;OUI;;9;17;;;OUI;OUI;2025-01-09T20:47:01+01:00;;;
;;OUI;;11;36;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-08-14T23:47:20+02:00;;;
;;OUI;;2;19;;;OUI;OUI;2025-01-09T20:47:36+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;1;21;;;OUI;OUI;2025-01-09T20:47:17+01:00;;;
;;OUI;;26;34;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;30;0;;;OUI;OUI;2025-01-09T20:44:51+01:00;;;
;;OUI;;14;37;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;19;11;;;OUI;OUI;2025-01-09T20:47:41+01:00;;;
;;OUI;;20;13;;;OUI;OUI;2025-01-09T20:45:43+01:00;;;
;;OUI;;18;25;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;21;11;;;OUI;OUI;2025-01-09T20:45:52+01:00;;;
;;OUI;;32;4;;;OUI;OUI;2025-01-09T20:39:38+01:00;;;
;;OUI;;21;7;;;OUI;OUI;2025-01-09T20:44:20+01:00;;;
;;NON;;1;0;;;NON;NON;2024-12-12T11:26:30+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2025-01-09T20:44:52+01:00;;;
;;OUI;;16;52;;;OUI;OUI;2025-01-09T20:47:12+01:00;;;
;;OUI;;8;10;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;31;9;;;OUI;OUI;2025-01-09T20:48:05+01:00;;;
;;OUI;;13;4;;;OUI;OUI;2025-01-09T20:42:59+01:00;;;
;;OUI;;16;7;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;58;4;;;OUI;OUI;2025-01-09T20:47:01+01:00;;;
;;OUI;;16;7;;;OUI;OUI;2025-01-09T20:42:02+01:00;;;
;;OUI;;0;17;;;OUI;OUI;2025-01-09T20:45:38+01:00;;;
;;OUI;;5;23;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;2;25;;;OUI;OUI;2025-01-09T20:45:43+01:00;;;
;;OUI;;57;10;;;OUI;OUI;2025-01-09T20:41:13+01:00;;;
;;OUI;;20;26;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;13;17;;;OUI;OUI;2025-01-09T20:46:35+01:00;;;
;;OUI;;8;17;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;5;11;;;OUI;OUI;2025-01-09T20:47:45+01:00;;;
